,Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A
351,1,1,5,5,2,2,2,1,5,2,2,1,4,5,4,4,1,4,5,3
352,4,4,2,3,4,3,1,2,5,1,1,3,1,1,5,1,1,5,4,1
353,1,4,4,5,4,4,2,2,5,5,2,3,1,4,2,2,4,2,4,1
354,2,1,5,4,4,5,5,1,5,4,1,4,4,5,1,1,1,5,5,5
355,4,5,2,1,1,2,1,5,3,1,1,5,5,1,2,4,1,3,3,2
356,1,2,5,4,2,5,3,4,5,4,2,1,3,2,3,4,3,2,2,2
357,2,4,3,2,5,4,1,4,4,4,1,4,4,2,2,4,5,5,4,2
358,1,1,4,4,1,1,5,2,3,5,1,5,1,3,1,4,5,1,5,1
359,3,2,4,4,5,4,4,4,5,5,1,5,2,3,4,4,3,4,5,1
360,1,3,5,5,1,3,2,2,5,5,2,1,1,5,4,4,3,1,4,1
361,4,4,3,3,4,2,2,5,4,3,1,5,4,1,5,2,1,4,5,4
362,4,5,1,1,5,2,1,2,3,2,1,5,5,1,5,3,1,2,5,1
363,5,5,1,2,5,1,1,4,5,1,1,5,5,4,5,1,5,5,5,5
364,4,2,1,1,5,1,1,5,3,1,1,5,2,1,5,1,1,4,5,5
365,4,5,2,1,5,1,2,4,3,3,1,5,4,4,4,3,3,5,5,3
366,5,4,5,1,4,5,5,2,5,5,1,4,5,1,5,5,1,5,1,1
367,4,4,5,3,5,1,2,4,1,1,1,4,5,1,5,1,4,5,5,4
368,4,2,2,2,4,3,2,4,4,4,2,3,4,2,2,3,2,4,4,4
369,1,4,5,4,4,4,4,4,5,5,1,4,2,1,4,1,5,4,2,1
370,2,2,2,3,5,1,1,2,4,3,3,4,4,2,4,4,1,4,5,2
371,5,5,4,5,5,1,5,5,3,1,1,5,5,1,4,2,5,3,5,5
372,5,5,1,2,3,1,1,4,3,2,1,3,4,1,3,2,5,5,5,4
373,5,4,4,2,3,3,2,4,3,3,2,4,3,1,4,1,3,4,5,4
374,5,4,2,1,4,2,1,5,1,1,1,5,4,1,2,3,5,5,2,1
375,4,3,3,2,2,3,1,5,5,4,1,5,4,1,3,2,1,4,5,5
376,5,1,2,1,5,2,2,3,2,5,1,5,5,3,2,3,1,1,5,5
377,4,1,5,3,4,2,2,2,5,2,1,2,1,2,1,4,3,4,4,3
378,3,5,5,4,5,3,1,2,5,5,1,1,1,1,5,3,3,2,5,3
379,4,5,2,1,5,2,1,3,4,3,2,4,2,3,5,4,1,4,5,5
380,5,4,4,4,5,1,1,5,2,5,5,4,2,2,5,3,1,4,5,3
381,5,5,1,1,4,1,1,2,1,1,1,5,3,1,4,1,1,5,5,3
382,3,4,2,3,2,1,1,2,3,3,1,3,5,1,5,1,1,5,5,1
383,2,4,4,5,4,2,2,1,4,4,4,2,1,4,2,4,4,2,4,4
384,5,5,1,1,5,1,1,5,1,1,1,4,1,1,5,1,5,4,5,3
385,4,4,2,1,4,4,4,4,2,2,1,2,2,1,3,2,3,2,2,4
386,4,4,2,2,4,2,1,4,2,3,1,5,4,2,4,1,1,4,5,5
387,1,1,5,4,3,5,5,3,5,5,3,1,1,5,1,4,3,1,5,1
388,4,5,3,2,2,2,3,5,3,3,1,5,3,1,5,2,1,5,5,5
389,4,4,2,2,5,3,1,4,4,2,2,5,2,2,4,4,1,5,5,2
390,5,5,3,2,5,2,2,4,3,3,1,5,2,3,4,4,2,3,5,4
391,5,5,2,3,5,2,1,5,2,2,1,5,5,2,5,2,1,5,5,2
392,4,4,5,3,4,3,4,4,3,3,2,3,5,2,5,3,2,3,5,5
393,5,1,1,4,5,1,1,5,3,5,1,5,1,1,2,1,1,5,5,5
394,3,2,5,3,5,5,4,4,4,3,3,5,3,2,1,4,1,2,1,5
395,5,5,1,1,5,1,1,1,1,1,1,5,1,1,5,1,1,5,5,5
396,5,5,2,5,5,1,2,3,5,5,2,5,5,1,4,1,5,1,5,5
397,5,5,1,1,3,1,1,5,1,1,2,4,1,1,4,2,5,4,1,1
398,2,5,5,2,4,5,2,5,5,2,2,3,1,4,4,5,5,4,5,1
399,4,1,4,1,2,4,2,1,5,4,1,5,1,1,1,1,3,1,5,1
400,5,5,1,4,5,1,1,4,1,1,1,5,4,1,3,1,1,5,5,5
401,4,3,2,1,4,2,2,5,3,4,1,5,4,2,5,2,1,4,5,3
402,2,4,4,3,2,3,2,2,5,4,2,4,3,2,3,1,1,2,3,1
403,4,5,1,1,5,1,1,4,2,2,1,5,5,1,5,1,1,5,5,5
404,5,3,5,4,5,2,1,5,2,1,1,4,5,1,5,3,1,5,5,1
405,5,5,1,3,4,1,1,1,5,1,1,3,5,1,1,4,1,5,5,5
406,2,2,5,5,1,5,4,2,5,4,2,1,1,5,3,4,5,3,3,3
407,3,3,2,5,2,5,5,1,5,5,2,4,3,1,1,2,2,1,2,1
408,2,5,3,3,5,2,1,4,3,1,3,3,4,1,5,1,1,5,5,3
409,5,5,2,2,4,1,3,4,1,4,2,5,5,2,5,1,1,5,5,5
410,4,1,1,4,5,3,5,1,5,1,2,1,4,5,1,5,4,1,1,1
411,1,2,5,4,4,5,4,2,5,5,2,2,1,2,2,2,4,2,2,1
412,1,1,5,5,2,5,2,2,4,4,3,4,1,4,4,5,2,1,4,1
413,1,2,4,5,2,5,2,2,5,4,1,4,4,1,2,2,3,1,1,2
414,3,4,3,3,4,3,4,4,4,3,2,3,1,3,4,4,3,3,1,2
415,5,4,3,4,3,3,5,2,4,3,2,5,5,5,5,5,5,2,5,2
416,4,5,1,1,4,1,1,4,1,2,3,4,2,1,5,1,4,5,1,4
417,2,2,2,1,5,1,1,4,3,1,1,4,4,1,2,1,1,5,5,2
418,5,5,1,5,5,1,1,4,5,1,1,4,1,1,4,1,1,4,5,5
419,5,5,1,1,5,1,1,4,2,4,5,5,5,1,5,4,3,5,5,5
420,2,3,4,3,4,4,4,3,5,3,3,1,1,3,3,3,4,3,4,2
421,5,5,2,2,5,5,2,4,5,1,1,5,5,1,5,1,2,5,5,5
422,1,1,5,2,2,5,5,1,5,5,2,4,1,1,1,5,3,1,5,1
423,4,1,4,4,1,1,1,5,5,5,1,5,1,5,1,1,2,2,5,1
424,5,5,2,1,5,1,1,4,2,2,1,5,5,1,4,1,1,5,5,5
425,5,5,1,1,5,1,1,5,1,1,1,5,4,1,5,1,5,5,5,5
426,3,5,2,1,5,1,1,4,5,1,1,5,2,2,1,1,1,5,5,1
427,2,2,4,2,4,4,2,1,5,5,1,4,1,2,2,4,2,1,4,2
428,2,2,2,4,2,2,3,2,4,3,3,1,1,2,3,4,3,2,4,1
429,5,4,1,1,5,1,1,4,1,1,1,5,4,1,5,5,1,5,4,4
430,4,5,5,2,5,2,2,2,4,5,1,5,5,1,3,1,5,5,5,4
431,2,2,4,4,1,4,2,2,5,5,2,2,1,2,1,2,3,3,4,1
432,3,4,2,4,4,2,1,3,4,1,1,2,4,2,2,2,3,4,3,2
433,5,5,4,4,4,2,2,4,2,2,1,5,4,2,5,2,3,5,3,1
434,2,3,5,2,5,2,2,2,4,4,2,5,2,1,2,3,4,3,5,1
435,4,3,2,3,4,3,2,4,4,3,2,3,4,3,2,2,2,4,5,4
436,1,1,2,4,4,2,2,2,5,4,3,5,1,1,1,5,5,1,5,1
437,3,4,5,4,4,2,2,3,5,3,1,3,1,2,4,2,1,3,1,2
438,5,3,5,2,3,4,4,3,3,3,2,5,2,2,4,2,2,4,4,1
439,4,5,5,3,4,3,2,3,4,4,1,4,1,2,4,4,1,4,5,4
440,5,5,1,3,5,1,3,4,4,5,2,3,5,1,2,1,4,3,5,5
441,1,4,5,3,4,2,1,4,5,4,1,4,4,1,2,2,5,1,5,4
442,1,1,1,2,5,3,2,5,2,2,1,4,4,2,1,4,1,1,5,1
443,2,4,2,3,1,2,1,4,4,2,1,1,1,1,4,4,3,3,5,1
444,4,2,1,1,5,1,1,2,5,1,1,2,1,1,4,4,1,1,5,1
445,2,2,2,4,4,4,2,1,5,4,1,3,2,2,2,4,3,3,3,1
446,2,2,2,2,4,4,2,2,4,2,3,4,2,2,5,4,2,2,4,3
447,2,2,2,5,2,4,3,4,5,2,5,2,2,5,4,5,5,1,5,1
448,2,5,2,2,5,1,1,4,1,1,2,5,4,2,4,1,2,4,5,2
449,5,5,5,4,4,1,1,3,4,1,1,5,1,1,3,1,3,5,5,1
450,4,4,1,1,5,1,1,4,3,1,2,5,5,1,3,2,1,5,3,5
451,5,5,1,5,1,1,1,5,2,2,2,5,1,1,4,4,1,5,4,1
452,1,3,5,5,3,5,2,1,5,5,5,4,1,5,3,5,5,1,5,1
453,3,4,1,5,2,1,1,2,2,2,1,1,3,3,4,1,1,4,5,1
454,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5
455,3,4,5,5,5,3,2,3,5,4,1,4,4,1,4,3,1,5,3,1
456,5,5,4,3,5,1,1,5,2,2,1,4,5,1,5,1,2,5,4,3
457,3,1,4,2,4,5,3,4,5,3,2,4,2,3,4,5,1,1,3,1
458,4,3,2,5,1,5,4,2,5,2,5,2,1,2,4,5,2,2,4,2
459,3,4,2,4,3,2,1,5,2,2,2,4,2,1,4,2,1,5,4,1
460,1,1,5,2,4,5,5,1,5,4,2,1,1,3,3,4,2,4,3,1
461,1,1,2,2,4,4,4,5,5,4,2,2,1,2,1,4,3,4,3,4
462,5,1,5,5,5,5,2,1,5,4,2,4,5,4,1,2,1,4,5,4
463,5,1,5,5,5,1,2,2,5,5,1,5,4,2,4,1,1,4,5,5
464,1,1,1,5,1,5,5,1,5,5,1,1,1,1,5,5,1,1,5,5
465,5,1,1,5,5,5,5,5,5,5,1,2,3,1,5,2,1,5,5,5
466,2,1,4,3,2,3,3,1,5,4,1,4,4,2,2,2,3,4,5,3
467,2,1,2,5,1,4,4,1,5,5,5,4,1,4,1,4,5,4,1,1
468,1,1,1,5,1,5,5,5,5,5,1,1,1,5,1,5,1,1,5,1
469,5,4,2,1,5,3,1,5,3,1,1,5,3,1,5,2,5,5,5,5
470,2,4,2,2,5,3,2,2,5,5,2,4,1,1,4,5,3,2,2,1
471,4,2,5,5,5,5,3,5,1,5,5,5,1,1,4,2,2,3,1,4
472,4,1,4,3,5,5,2,1,3,5,1,1,2,2,1,4,2,1,5,1
473,2,4,1,3,2,2,2,4,4,2,1,5,2,1,4,4,1,4,4,1
474,2,4,3,2,2,1,2,1,4,2,1,2,1,1,4,3,4,3,5,1
475,2,5,5,4,5,3,1,2,5,2,1,5,3,1,5,3,1,4,5,4
476,4,5,2,2,4,1,2,4,2,2,1,5,5,2,5,4,2,4,5,4
477,4,4,1,3,3,3,1,5,1,2,2,5,4,3,4,1,2,4,3,2
478,4,4,3,2,4,4,2,4,5,4,2,4,2,2,4,2,2,2,4,2
479,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,5,1,5,3,1
480,1,1,5,5,2,4,5,2,5,5,3,2,1,3,4,3,3,1,4,1
481,4,4,1,2,5,2,1,2,2,2,1,4,3,1,5,1,2,5,5,5
482,5,5,5,1,5,1,1,5,1,5,1,5,5,5,5,1,1,5,5,5
483,5,4,3,1,5,1,1,4,4,1,1,5,1,2,5,1,5,5,5,2
484,5,5,2,4,5,1,1,5,5,4,1,5,5,1,1,1,1,5,5,3
485,2,2,4,4,4,4,5,2,5,5,5,2,1,2,1,5,4,1,1,2
486,2,4,5,4,4,5,2,4,5,5,2,4,4,2,1,2,2,2,5,1
487,4,3,2,1,5,1,2,5,5,1,1,5,3,1,2,2,3,4,5,4
488,5,5,1,1,5,1,1,4,1,2,1,5,5,1,4,1,1,5,5,3
489,3,2,3,5,4,4,3,4,5,4,1,3,2,2,1,1,2,4,5,1
490,4,4,4,2,5,2,2,5,5,4,1,5,5,4,5,2,1,5,5,5
491,1,3,2,1,3,1,1,4,5,5,1,1,2,2,2,4,1,5,2,1
492,1,1,5,4,2,5,2,1,5,5,2,2,1,2,1,2,5,1,2,1
493,5,5,4,5,5,5,4,5,5,3,2,5,5,2,4,5,3,5,5,4
494,2,2,2,2,4,1,5,5,2,4,1,5,4,3,5,4,4,5,5,4
495,5,4,3,3,5,1,2,3,5,2,1,5,5,2,3,1,1,4,5,3
496,2,4,5,5,4,4,4,5,4,3,2,3,1,3,2,5,2,1,5,2
497,2,5,1,1,4,1,1,3,2,2,2,4,4,1,5,1,1,4,5,4
498,4,4,4,1,2,1,2,5,4,3,1,5,5,1,5,1,1,5,5,3
499,4,2,2,4,2,3,3,2,4,5,2,2,4,3,2,4,3,2,4,4
500,3,2,4,2,4,2,2,2,4,4,3,5,1,2,5,5,2,2,5,1
501,2,4,3,5,5,4,2,4,5,1,1,4,4,3,4,1,1,4,5,3
502,4,4,3,3,4,2,2,4,4,4,2,4,3,2,3,2,3,4,4,2
503,3,5,3,1,4,1,1,4,2,1,1,5,4,1,5,5,1,4,5,1
504,5,5,2,1,4,2,4,5,1,2,2,5,2,1,5,1,1,5,5,1
505,2,5,3,2,5,1,1,4,4,2,1,3,5,1,4,1,1,5,5,5
506,4,4,3,2,5,1,1,2,1,3,1,5,5,1,2,2,1,5,5,3
507,5,3,1,1,5,1,1,3,3,3,1,5,5,1,2,2,1,5,5,3
508,5,5,1,2,4,1,1,1,1,1,1,4,4,2,2,1,5,4,5,2
509,4,5,1,2,4,1,1,5,3,1,1,4,4,1,5,1,2,5,5,4
510,1,5,5,5,5,5,3,1,5,5,5,1,1,5,5,5,5,1,3,2
511,5,5,2,2,5,3,2,5,2,2,1,5,5,1,3,1,1,5,5,3
512,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,2
513,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,1,1,5,5,5
514,2,1,5,1,5,4,2,1,5,1,2,4,4,1,4,1,3,1,2,1
515,5,5,5,5,5,3,5,4,5,5,3,1,5,5,4,5,5,3,3,1
516,5,5,3,5,5,3,3,5,5,5,3,5,5,5,5,5,1,5,3,1
517,4,4,1,4,4,5,2,2,4,5,3,4,3,5,5,4,5,4,1,4
518,4,4,3,4,5,3,5,5,5,5,3,1,5,5,3,5,1,5,1,3
519,1,1,5,5,5,4,4,1,5,5,1,1,1,4,1,1,3,1,4,1
520,5,4,4,5,5,4,4,5,5,5,1,1,5,5,5,5,1,5,3,3
521,4,5,4,3,4,4,3,2,5,4,2,2,4,3,3,4,3,3,3,2
522,4,2,4,4,5,3,5,5,4,5,2,5,4,5,4,2,4,4,5,4
523,1,1,4,3,5,4,2,4,5,4,1,3,1,1,2,4,4,1,5,1
524,1,1,5,1,4,5,4,1,5,5,1,3,5,3,1,4,2,1,5,5
525,5,5,5,4,4,5,4,4,5,5,4,5,5,3,5,5,5,5,5,5
526,5,3,5,5,3,5,2,1,5,4,1,1,5,5,1,5,3,3,1,1
527,2,4,5,2,4,1,1,2,5,4,1,5,2,2,5,4,1,2,5,1
528,5,5,5,5,4,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3
529,4,2,1,2,5,1,2,2,3,4,2,4,5,1,2,4,2,5,5,4
530,5,1,1,3,3,1,1,1,2,5,1,5,5,3,3,5,1,4,5,5
531,5,1,4,2,4,2,5,4,5,5,4,4,2,2,5,5,2,3,4,4
532,5,4,3,1,5,1,1,4,3,1,1,5,4,1,4,1,1,1,5,5
533,2,4,1,4,3,1,1,4,5,3,2,2,1,3,3,2,3,4,2,2
534,4,4,3,3,5,1,1,1,5,5,1,4,3,4,5,1,1,4,5,1
535,3,5,5,4,5,5,5,5,3,5,3,5,1,1,1,3,3,1,3,2
536,1,3,2,5,4,1,1,1,3,4,3,4,1,2,4,3,4,4,4,3
537,1,1,4,2,4,4,2,2,4,2,1,1,2,2,4,4,2,4,5,2
538,1,1,3,2,2,3,2,1,5,5,1,4,1,5,2,2,1,5,5,5
539,5,5,1,1,5,1,1,1,1,1,1,5,5,1,5,5,1,5,5,5
540,5,4,1,4,2,2,2,1,5,4,1,2,1,4,4,3,5,5,5,1
541,2,5,2,2,2,2,1,4,4,4,1,5,2,1,4,2,2,4,5,3
542,5,2,5,5,5,4,3,5,5,5,4,5,4,5,3,2,3,2,2,1
543,1,3,1,3,4,1,1,5,2,3,1,5,2,1,2,1,1,5,5,1
544,4,3,2,2,4,2,3,3,3,2,2,2,5,2,3,3,5,5,5,1
545,5,4,1,1,5,4,1,3,5,2,1,5,2,2,4,2,2,5,5,1
546,2,4,2,3,3,1,1,5,1,2,1,4,1,1,4,1,2,5,5,2
547,3,2,5,3,4,3,3,2,5,4,4,2,2,4,3,4,2,4,3,2
548,4,5,1,1,5,1,1,1,2,1,1,5,3,1,4,2,2,5,4,1
549,1,2,4,5,4,5,4,1,4,5,2,4,2,5,4,5,5,2,5,4
550,5,5,3,1,5,3,2,2,1,2,1,3,3,1,4,2,3,4,3,3
551,5,5,4,1,5,4,2,5,4,3,1,5,5,3,4,2,2,4,5,4
552,2,4,3,2,3,4,2,2,4,2,2,4,5,3,3,1,2,2,5,2
553,1,2,4,2,3,5,5,2,5,5,3,4,1,3,2,5,5,4,3,1
554,1,1,5,5,4,5,2,3,5,5,3,1,1,2,4,5,1,3,4,3
555,1,1,1,3,4,1,1,1,5,2,5,4,1,1,2,1,5,1,5,5
556,1,4,2,5,2,4,2,1,4,4,2,4,1,2,4,4,3,2,5,1
557,4,4,4,2,3,2,3,1,3,3,2,4,1,3,2,4,1,3,3,1
558,4,4,4,2,5,2,1,3,4,2,1,4,1,1,4,2,2,1,5,1
559,1,4,5,4,3,4,1,1,5,4,1,4,3,2,3,1,2,4,4,3
560,1,1,5,3,4,4,5,1,5,5,1,4,1,3,3,5,1,5,5,1
561,5,5,2,1,3,1,2,4,3,3,1,4,3,2,3,2,1,4,5,2
562,2,3,2,5,2,1,2,2,5,3,2,2,1,5,1,2,2,4,4,1
563,2,4,5,4,1,3,1,1,4,4,3,1,2,3,4,1,1,1,5,1
564,1,1,2,5,2,4,2,1,5,5,2,2,1,3,4,5,4,2,5,1
565,3,5,1,1,5,5,2,1,5,5,2,1,1,1,1,1,5,5,5,1
566,5,5,5,4,5,1,1,5,1,4,3,5,5,4,5,1,1,5,5,5
567,4,4,3,3,3,3,2,4,3,3,1,5,4,2,3,2,2,2,4,4
568,1,3,2,5,4,2,3,1,5,4,1,2,2,4,3,2,1,4,5,1
569,5,4,3,4,5,1,1,4,4,2,1,5,4,1,4,3,5,4,5,4
570,4,5,3,3,4,2,1,5,5,5,1,5,2,1,4,1,3,3,4,3
571,4,3,3,2,3,4,2,5,3,2,1,5,3,1,5,1,3,4,5,4
572,2,5,1,4,2,3,1,1,5,2,2,4,5,4,5,5,5,2,5,2
573,4,3,4,2,2,4,4,2,5,2,1,4,4,1,3,2,2,1,4,3
574,5,4,1,4,1,5,2,5,5,2,1,5,1,1,1,1,1,5,5,5
575,1,1,5,4,5,4,2,2,5,4,1,5,1,5,4,5,1,2,5,1
576,1,3,2,4,4,4,2,3,5,4,1,2,2,3,4,4,1,2,3,1
577,4,4,1,2,2,1,1,2,2,1,1,5,4,1,4,1,1,5,5,4
578,3,5,2,2,5,3,1,5,2,1,1,5,3,1,4,1,3,4,5,3
579,4,3,1,2,3,1,1,4,1,3,1,4,5,3,5,4,2,1,3,2
580,2,2,4,4,2,4,2,2,5,4,2,2,2,2,2,3,2,2,5,3
581,3,4,2,4,4,2,2,3,5,3,2,5,1,2,1,1,1,1,5,5
582,4,5,1,4,5,2,1,4,4,2,1,5,4,4,5,1,1,4,5,3
583,1,4,3,2,1,4,3,1,3,5,1,4,4,1,4,2,1,4,5,1
584,1,4,2,4,4,2,2,4,5,5,1,1,1,1,1,2,2,4,5,4
585,3,2,3,3,4,2,3,2,3,2,1,4,2,2,4,2,1,3,5,2
586,1,4,5,2,2,4,5,2,5,5,1,1,4,4,4,2,5,4,5,1
587,4,4,3,2,2,2,3,1,5,5,1,5,5,4,3,4,3,4,5,1
588,5,2,3,2,4,2,2,4,4,2,2,5,1,1,3,3,2,5,5,2
589,2,3,2,4,2,5,5,4,5,5,3,4,1,4,3,5,4,4,4,1
590,5,5,2,1,4,1,1,4,2,1,1,4,4,1,4,2,2,5,5,4
591,1,1,5,5,1,5,2,1,5,5,3,1,1,5,1,5,1,1,5,1
592,5,3,1,1,1,2,1,5,3,1,1,5,5,1,3,5,2,5,5,1
593,5,5,1,1,4,1,1,5,2,1,1,5,5,1,2,1,1,5,5,4
594,1,4,2,2,4,2,2,5,1,2,1,4,5,3,5,1,1,5,5,1
595,5,5,1,1,5,1,1,2,1,2,1,5,1,2,4,1,1,5,5,3
596,2,4,4,4,2,4,3,2,4,4,1,4,1,1,1,4,1,1,5,2
597,4,4,5,2,5,4,2,2,5,5,1,1,5,1,4,1,3,5,5,5
598,2,2,4,3,2,4,1,1,5,5,3,5,3,4,3,4,1,4,5,1
599,4,2,4,2,5,3,4,1,5,5,1,5,3,1,3,2,5,5,4,4
600,4,4,5,5,4,4,2,1,5,5,1,5,4,1,4,2,1,4,5,4
601,2,1,5,5,1,3,3,1,5,5,2,3,4,2,4,3,2,2,5,1
602,1,3,5,4,2,4,1,2,5,3,1,4,1,1,1,1,1,4,5,1
603,3,4,1,1,4,1,1,4,1,2,1,3,5,1,4,1,2,4,5,1
604,1,1,2,1,5,4,2,1,5,5,1,5,5,1,2,1,1,4,5,5
605,2,4,5,4,4,4,2,2,5,3,1,4,2,4,4,2,2,4,5,2
606,5,5,4,2,4,2,3,5,5,5,1,5,5,1,5,3,1,5,5,2
607,4,4,4,1,5,2,4,3,5,3,1,5,3,1,4,5,1,5,4,3
608,1,2,4,3,1,3,1,1,5,5,3,5,1,1,1,2,1,1,5,1
609,2,1,5,3,1,4,2,1,5,5,3,2,1,3,2,3,5,2,4,1
610,2,4,2,3,5,1,5,5,3,1,1,5,5,3,5,1,1,4,5,1
611,5,1,4,4,1,1,5,1,5,5,2,4,2,4,4,1,1,1,5,1
612,5,1,2,4,2,2,1,1,4,3,1,4,4,1,5,5,2,4,4,4
613,4,4,3,4,1,1,1,1,2,1,1,4,1,1,5,5,1,1,5,1
614,1,2,2,5,5,3,1,1,2,4,2,1,1,2,4,4,2,1,5,1
615,2,2,4,4,2,4,2,2,4,4,2,4,2,4,2,2,2,2,4,1
616,4,3,2,1,3,2,1,2,1,2,2,3,2,2,4,2,4,5,5,1
617,5,5,1,1,5,1,1,5,1,1,1,5,5,1,3,1,1,3,3,3
618,5,4,1,1,5,2,1,4,2,5,1,5,5,1,5,1,1,1,5,5
619,2,4,1,1,5,1,1,5,4,4,1,5,5,1,5,2,3,5,5,1
620,3,5,2,2,4,2,1,3,2,2,1,5,5,1,3,2,2,4,3,3
621,3,5,3,4,5,2,2,4,4,4,1,1,5,2,1,1,4,4,4,1
622,1,1,1,5,1,4,2,1,5,5,4,1,1,4,1,5,1,1,5,1
623,2,4,3,3,3,4,3,2,4,4,2,3,2,2,3,3,2,4,4,3
624,4,4,2,2,4,2,1,5,2,2,1,4,4,2,4,1,1,5,5,4
625,4,5,5,4,4,3,2,3,5,2,1,5,4,1,5,5,2,4,5,1
626,1,2,1,5,1,2,2,2,5,2,1,4,1,2,4,2,1,4,5,1
627,5,5,2,2,5,2,1,4,3,1,1,3,2,2,5,2,1,5,5,4
628,5,5,2,1,5,2,1,4,1,1,2,5,4,1,5,1,1,5,4,2
629,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,3
630,3,4,3,1,3,1,1,2,5,2,1,4,3,2,5,4,1,4,5,2
631,5,4,2,2,5,1,1,4,3,2,2,5,5,2,4,3,1,1,5,4
632,2,4,2,3,4,2,1,2,4,2,1,3,4,3,4,1,1,4,5,1
633,2,4,4,5,2,5,5,1,5,5,5,4,1,3,4,5,1,1,5,1
634,5,4,3,3,4,2,2,3,3,3,3,3,5,2,2,3,3,3,5,3
635,5,4,2,3,5,2,1,3,3,1,1,5,4,3,4,2,2,4,5,5
636,4,4,1,1,5,1,1,4,1,1,1,5,1,1,5,2,1,2,4,1
637,2,2,3,4,4,4,2,2,5,4,2,4,1,2,3,3,2,1,5,1
638,1,4,5,5,5,5,5,1,5,5,1,5,1,5,1,5,5,1,5,1
639,5,4,2,1,2,4,2,5,4,2,1,5,5,1,5,2,1,5,5,1
640,4,3,4,1,4,2,2,5,4,4,1,1,2,1,4,2,4,5,3,1
641,5,5,1,1,5,1,1,2,4,1,1,5,5,2,5,2,1,5,5,1
642,4,2,2,4,5,2,1,2,4,2,1,5,1,1,4,1,5,4,5,1
643,2,5,2,3,4,2,4,4,2,2,3,2,2,2,2,2,5,4,5,2
644,3,5,4,2,5,2,2,5,1,4,1,5,5,2,5,1,1,5,4,4
645,3,2,4,4,3,4,4,3,4,4,3,2,3,3,2,2,4,2,4,3
646,5,1,1,4,1,1,1,2,5,3,1,4,4,2,4,1,3,4,5,1
647,3,4,3,3,5,4,2,2,3,3,1,4,4,1,3,2,1,4,4,2
648,3,3,4,3,4,1,1,1,5,3,1,1,1,2,1,1,3,1,5,5
649,3,5,4,1,5,1,2,5,5,2,1,5,4,1,4,4,1,5,5,2
650,5,2,1,2,2,1,1,1,4,4,1,5,2,1,3,1,1,4,4,1
651,5,5,1,1,5,1,1,4,1,1,1,5,4,1,5,3,1,5,5,4
652,1,1,4,5,2,4,4,2,5,5,3,2,1,4,2,1,2,2,4,1
653,1,1,4,1,1,1,1,1,5,1,1,5,2,1,1,1,1,5,4,3
654,5,1,5,5,1,5,5,1,5,5,1,1,1,5,1,5,1,1,1,1
655,1,1,5,4,1,5,5,1,5,5,3,2,1,5,1,1,5,1,1,3
656,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,5,5,5,5
657,2,2,4,4,4,5,2,4,5,4,3,4,4,3,3,4,1,3,5,4
658,5,1,5,4,1,5,1,1,2,5,2,5,1,5,1,1,5,1,1,1
659,4,4,4,5,1,4,1,1,5,5,2,1,1,5,1,2,1,1,5,1
660,5,3,4,5,5,2,2,3,5,2,1,5,5,1,4,5,4,4,5,3
661,5,5,5,5,5,1,1,5,5,5,1,5,5,1,5,1,5,1,5,5
662,4,2,4,5,5,4,5,1,5,5,4,2,2,4,2,4,1,2,5,4
663,1,1,5,3,1,4,1,2,5,5,1,1,1,3,1,4,2,2,5,1
664,4,1,1,1,4,1,1,2,1,2,1,5,4,1,2,1,1,2,5,5
665,3,3,2,5,4,5,4,1,5,5,1,1,1,2,3,4,1,2,5,1
666,5,5,2,3,5,2,2,4,4,5,1,3,4,1,4,1,1,5,1,1
667,2,1,2,4,2,3,2,4,4,2,2,5,2,2,3,2,4,1,4,1
668,1,5,1,4,4,1,1,1,3,3,1,4,5,5,5,5,1,5,5,2
669,1,2,4,5,5,4,5,2,5,5,2,4,4,3,1,5,5,4,5,5
670,3,1,3,5,3,4,2,5,5,5,2,2,2,1,4,2,1,3,4,1
671,5,4,2,1,4,1,1,4,1,1,1,5,4,3,5,2,3,5,5,2
672,5,2,5,3,5,1,1,5,3,1,1,5,4,5,4,2,1,5,5,3
673,1,3,5,3,3,4,3,1,4,5,3,1,2,2,3,2,1,3,2,1
674,2,2,3,4,2,3,3,2,5,3,1,4,1,2,4,3,2,2,4,2
675,4,4,1,4,5,1,1,2,3,3,2,5,4,3,4,1,1,4,5,1
676,2,1,5,4,4,4,4,2,5,5,2,4,1,4,4,5,1,4,5,1
677,3,2,4,3,2,4,2,1,5,3,1,1,1,2,2,2,3,3,5,2
678,1,1,4,4,3,4,2,1,5,5,4,4,1,2,3,4,4,3,4,1
679,5,5,1,5,4,1,1,5,1,1,5,5,4,1,1,1,5,2,5,4
680,3,4,3,3,3,2,1,2,5,4,2,2,1,3,4,4,3,3,5,4
