,Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A
68189,2,5,2,4,5,4,2,1,2,3,2,2,4,3,4,2,2,4,5,2
16412,4,1,4,4,4,5,5,2,5,5,2,2,1,2,4,4,3,2,3,2
9661,1,1,5,5,2,4,5,1,5,5,2,3,1,2,3,2,1,2,5,2
73047,5,3,3,4,4,5,5,2,5,5,3,1,1,3,3,5,3,1,3,5
23773,4,4,1,1,5,1,2,5,5,4,1,4,4,2,5,1,1,5,5,4
37157,4,3,4,3,2,5,5,3,5,5,3,2,1,3,3,5,2,2,5,1
33080,3,4,3,4,4,2,2,5,4,2,1,4,3,2,4,2,3,4,5,1
35732,1,1,2,3,3,2,2,2,5,2,1,1,3,1,4,5,1,1,1,1
26981,5,5,5,1,5,5,4,5,5,1,1,5,5,1,3,5,5,5,2,5
73217,3,4,3,2,5,4,5,4,4,3,2,5,4,2,5,2,3,3,5,2
19706,5,3,4,1,5,1,2,4,5,4,1,5,4,1,4,2,5,5,4,4
37948,4,4,1,2,4,1,1,4,4,4,2,4,5,1,4,4,5,2,5,5
44486,4,5,2,1,5,2,2,4,3,2,1,5,4,1,5,1,1,5,5,4
9389,5,5,1,1,5,5,3,1,5,5,1,5,1,3,4,5,5,1,4,3
773,5,5,5,4,5,2,5,5,2,4,1,5,5,1,5,4,1,5,3,4
19030,5,5,2,1,5,2,2,5,2,2,1,4,5,1,4,2,1,5,5,2
51749,2,4,1,1,5,1,1,5,2,2,1,5,3,1,4,1,2,5,5,3
4663,5,4,5,1,5,2,1,3,5,2,1,5,4,1,5,1,2,5,5,3
71642,3,4,1,5,5,4,5,5,5,3,3,5,3,3,4,2,3,3,5,4
196,3,5,2,3,5,4,1,4,5,1,1,4,1,3,4,4,1,5,5,1
28421,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,5,1,5,5,5
47429,5,5,4,3,1,2,2,4,3,1,1,4,5,2,5,2,2,5,5,2
24212,2,3,5,2,5,4,3,4,5,5,1,4,4,2,4,4,2,4,5,1
29892,5,4,4,5,4,5,5,1,5,5,1,3,1,5,1,2,5,5,5,1
41641,4,1,2,4,4,5,4,4,5,3,1,4,2,4,4,5,4,2,4,4
17657,4,5,1,4,4,1,1,2,4,2,1,4,2,1,5,1,1,4,5,2
22896,4,3,1,1,4,1,1,4,2,3,1,5,4,1,4,1,1,5,5,1
64252,1,3,5,5,1,5,5,1,5,5,5,1,1,5,1,5,1,1,5,1
58299,3,1,2,2,4,1,2,4,4,2,1,5,4,3,2,2,3,1,5,1
26407,5,5,1,2,5,1,1,5,1,1,1,5,4,1,5,2,1,5,5,5
1213,5,5,1,3,5,4,2,5,3,3,2,5,5,2,5,1,2,5,5,4
24006,1,1,1,1,5,4,5,4,5,3,1,4,1,1,5,1,1,1,5,1
30534,2,4,4,3,4,1,1,2,4,4,2,4,2,2,3,2,4,4,5,2
6691,5,5,2,5,5,1,1,2,5,2,1,5,5,5,5,5,1,5,4,4
5954,3,2,5,1,5,5,5,3,5,3,3,5,4,2,3,4,3,3,2,1
18661,3,5,2,4,3,3,2,5,2,4,3,4,3,2,5,5,1,1,5,4
53165,2,1,2,3,4,2,1,4,5,3,2,3,1,2,4,1,1,4,5,1
44326,2,5,1,1,4,1,1,4,1,1,1,5,2,1,5,1,1,5,5,1
60238,4,5,1,4,5,4,1,5,1,1,1,5,5,1,5,1,1,5,5,3
10852,5,3,5,3,4,1,1,5,3,2,1,5,5,1,5,2,1,4,5,4
71157,5,3,4,4,4,4,3,2,4,4,2,5,2,2,4,2,3,2,5,2
51239,5,4,1,3,4,1,2,4,4,3,1,5,1,5,3,1,2,4,5,2
21456,5,5,1,2,4,1,3,4,1,1,1,5,5,1,5,1,1,5,3,5
7725,4,3,4,4,4,3,3,5,4,4,1,5,3,1,4,2,3,4,2,1
14769,2,4,1,1,2,1,1,2,5,2,1,4,1,4,5,1,3,1,5,1
40439,1,1,1,5,5,5,5,1,5,5,1,5,1,1,1,1,1,5,5,1
17147,4,2,4,5,5,5,5,2,5,5,1,2,1,2,3,5,1,4,5,2
48781,5,4,2,3,5,4,2,4,5,3,1,4,5,2,3,3,1,5,5,3
25228,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1
40807,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5
67656,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,4,5,5,5
23515,4,3,3,3,4,4,5,4,5,4,2,4,1,2,2,5,4,4,5,1
14278,1,2,4,5,4,2,2,4,5,4,1,2,2,5,2,5,4,4,4,4
63454,3,5,1,1,3,1,1,3,2,2,1,3,4,1,4,2,2,4,5,5
38089,5,4,1,1,5,1,1,3,2,2,1,5,5,1,5,1,1,4,5,1
59260,4,4,4,3,3,5,4,4,5,5,2,4,2,2,2,4,2,4,1,3
51783,1,1,5,5,1,5,5,1,5,5,4,1,1,4,1,5,2,1,5,1
8264,1,2,4,3,3,4,3,3,4,4,3,3,1,2,3,5,2,3,4,1
35522,4,4,3,3,2,2,1,2,4,2,1,2,2,3,5,3,1,4,5,1
31807,1,2,4,5,1,5,4,2,5,5,4,1,1,5,4,4,4,2,5,1
6010,1,3,4,3,3,3,2,3,5,2,1,4,2,2,3,4,3,3,5,1
71365,2,3,4,1,5,4,1,4,3,3,1,3,5,1,3,2,1,4,2,4
1413,5,4,2,4,5,2,1,1,1,2,1,3,5,5,5,5,5,5,5,1
73267,5,5,3,4,4,2,4,3,2,5,1,2,1,3,3,4,4,2,5,3
446,2,2,2,2,4,4,2,2,4,2,3,4,2,2,5,4,2,2,4,3
3495,5,5,3,1,5,1,3,1,5,1,1,5,5,1,5,5,1,4,5,4
11906,1,4,1,4,5,1,1,4,1,1,1,4,2,1,4,1,2,4,5,1
11129,4,3,2,2,3,3,2,4,3,3,1,4,4,2,4,2,4,4,3,4
32407,5,1,3,3,4,2,2,2,4,5,3,4,3,2,1,2,1,2,5,2
43058,4,4,4,3,5,3,2,4,3,3,2,5,4,2,3,4,2,2,2,4
63287,5,5,1,1,5,1,1,5,5,1,1,5,5,1,5,1,1,5,5,5
40765,5,3,3,1,4,1,1,5,1,1,1,5,5,1,5,2,1,5,5,4
32551,5,4,2,1,5,4,1,1,1,5,5,5,5,1,1,3,1,5,5,3
47544,4,5,4,4,4,3,1,3,1,2,1,5,5,4,2,4,5,2,5,2
57699,2,4,3,2,4,3,3,4,4,5,1,5,5,1,1,4,1,2,5,5
58998,5,5,5,1,3,1,5,5,1,3,1,3,5,3,3,3,5,3,1,5
47039,2,1,4,3,2,4,3,1,5,5,5,5,1,4,4,1,1,2,1,1
51131,4,4,2,2,5,2,1,2,2,2,3,5,4,4,4,1,2,4,5,2
7836,1,3,4,5,2,5,4,1,5,4,1,4,4,3,4,1,2,3,5,1
34781,4,5,1,1,5,1,1,5,2,1,1,5,1,2,4,4,2,5,5,3
51695,5,5,3,3,5,1,1,5,3,4,2,5,5,3,4,4,1,4,5,2
68918,1,1,5,5,1,5,5,1,5,1,1,1,1,3,1,5,1,1,1,1
64766,4,5,1,5,5,1,1,1,1,1,1,4,3,1,5,1,1,1,5,1
68792,1,1,2,5,1,1,1,1,5,5,1,1,1,1,4,5,5,3,5,1
6399,2,2,2,5,2,4,2,2,5,4,2,2,2,4,4,4,4,2,2,1
48415,5,5,1,1,5,1,1,2,1,1,1,5,5,1,5,1,2,4,5,4
36786,5,5,1,3,5,3,1,5,3,1,1,5,5,1,5,1,1,5,3,1
19663,1,4,3,3,2,4,1,2,4,2,1,4,2,1,2,1,3,4,5,1
19821,4,1,2,4,5,2,3,4,2,2,2,5,5,1,4,2,1,4,5,1
72048,3,2,4,3,1,2,1,1,5,4,1,2,4,4,4,5,1,1,5,5
26900,2,4,3,3,4,2,2,4,4,4,1,4,1,2,4,5,1,2,5,2
26901,1,2,4,4,2,4,4,1,4,5,4,2,2,3,4,4,2,1,4,1
5086,3,4,4,1,2,4,1,2,5,3,1,4,2,1,2,2,2,4,4,1
66437,5,5,1,1,5,1,1,5,3,1,1,5,5,1,4,3,3,4,3,1
39890,2,4,3,5,4,3,1,4,5,2,2,5,2,2,1,2,4,2,5,1
11508,1,1,1,5,1,1,1,2,5,2,1,1,1,1,5,1,2,4,5,1
11838,2,2,3,4,1,2,2,2,5,4,2,2,1,2,2,1,2,2,5,1
12520,2,2,5,2,3,5,5,2,5,4,5,5,3,4,2,5,3,4,5,1
35718,5,5,2,1,4,2,2,2,5,1,1,4,2,3,3,5,2,5,4,1
643,2,5,2,3,4,2,4,4,2,2,3,2,2,2,2,2,5,4,5,2
32303,5,5,1,4,5,1,1,5,3,1,1,2,5,2,5,1,2,5,5,3
35272,4,5,3,2,4,2,1,5,5,1,1,4,3,2,2,2,3,4,5,3
8256,1,3,4,2,4,5,2,1,5,4,3,4,3,1,1,1,2,3,5,1
66435,3,1,5,4,1,5,5,2,5,5,1,1,1,1,1,1,3,4,2,1
52593,2,3,3,5,4,2,3,1,4,4,3,2,3,2,4,1,2,3,5,1
24735,4,5,3,3,5,1,3,2,4,4,1,5,2,1,5,2,1,5,5,5
64178,3,4,3,4,4,3,2,2,2,4,3,4,2,2,3,1,4,4,3,2
55725,5,3,2,3,5,1,1,5,5,5,5,5,4,1,2,1,1,5,5,1
45375,1,5,1,1,5,1,1,5,1,5,1,2,1,1,5,1,1,5,5,5
70869,4,2,3,1,5,2,2,4,3,2,1,4,3,1,2,2,2,4,5,3
59842,5,5,2,1,5,4,5,5,5,2,4,5,5,1,5,5,1,4,5,5
64158,4,4,3,3,4,2,1,3,3,3,2,4,2,1,4,2,4,4,5,1
15572,3,5,1,2,3,1,1,5,4,2,1,4,4,1,2,2,1,4,5,4
25171,4,4,5,2,5,2,5,4,5,2,2,2,4,1,4,5,2,4,5,4
46497,5,4,4,1,5,1,1,1,5,4,1,5,2,2,4,1,4,4,5,5
34676,2,4,2,4,5,2,2,4,4,2,2,4,4,4,5,4,1,4,5,2
36300,1,1,5,3,4,4,4,2,5,4,1,2,1,1,1,1,1,1,3,1
50223,2,4,2,2,4,2,1,4,2,4,2,4,5,1,2,2,5,4,5,1
29525,2,4,3,2,4,2,2,2,4,3,2,4,1,4,2,1,2,2,5,1
6736,3,4,4,4,3,4,4,1,4,4,2,1,1,3,2,4,4,2,4,3
50655,4,5,5,2,5,1,5,1,3,1,1,5,5,2,2,1,1,4,2,1
47155,2,2,2,4,4,1,4,2,5,5,1,4,2,2,4,2,2,4,5,4
61034,5,4,2,4,3,1,1,3,3,2,1,5,2,1,5,1,3,1,5,3
50300,4,5,4,4,1,2,2,2,2,1,1,5,1,2,4,5,3,4,5,4
41526,4,4,2,4,1,1,1,4,1,2,1,4,2,2,5,4,2,4,5,2
48196,4,5,2,2,4,2,2,2,3,1,1,3,4,1,5,2,2,5,5,1
13477,3,3,5,3,5,2,1,2,5,3,1,5,2,3,4,1,1,2,4,1
36353,5,5,5,3,5,1,1,1,3,1,3,5,4,3,3,1,2,5,5,5
31987,1,1,1,4,1,4,2,4,5,5,1,2,1,1,2,1,1,1,5,3
34147,2,1,4,5,3,4,2,1,5,5,3,4,1,4,3,4,2,1,4,2
56393,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,1,5,5
65477,1,2,5,3,4,5,5,1,5,5,1,4,4,5,2,5,1,2,1,1
35623,1,2,4,4,4,5,5,2,5,5,2,5,1,3,3,4,5,4,5,1
40921,1,1,5,1,2,5,3,1,5,5,1,2,4,3,1,5,3,5,4,4
28922,1,1,1,4,3,5,5,3,5,5,2,1,1,3,4,1,5,2,3,5
45517,1,4,4,4,1,2,1,1,2,5,1,4,1,2,2,4,4,5,5,3
34201,4,5,2,2,3,2,2,4,3,2,2,4,5,2,5,2,4,3,4,2
59247,5,1,1,5,5,5,5,1,5,5,1,1,1,4,1,1,1,1,1,1
68364,2,2,4,4,1,4,2,1,5,5,5,1,1,4,4,5,2,4,5,1
5205,5,2,1,4,3,1,1,4,3,2,1,5,2,1,5,1,1,2,5,4
52537,2,1,5,1,5,5,3,5,5,4,1,5,3,2,5,5,2,1,5,1
30523,5,2,2,4,4,3,2,4,3,5,1,4,2,1,4,2,1,4,2,4
61336,2,4,4,3,2,2,2,2,3,4,2,4,1,2,3,2,4,4,4,1
33735,1,1,5,5,1,5,5,1,5,5,3,1,1,2,1,5,5,5,5,1
70029,1,2,1,3,2,4,1,1,5,1,1,5,3,2,2,4,1,4,4,1
39939,3,2,5,3,5,5,3,4,5,4,1,4,4,2,2,1,1,4,5,5
29343,5,4,5,5,5,5,3,5,5,5,3,1,1,3,1,5,1,4,1,1
57995,1,4,4,2,5,2,2,2,5,2,1,2,2,2,4,1,4,1,5,1
57886,4,4,2,4,1,1,2,1,3,1,1,5,3,4,3,4,1,1,5,2
48678,5,5,5,1,5,5,1,5,5,5,1,5,5,5,5,2,5,1,5,5
66531,1,1,5,1,4,1,1,1,5,1,1,5,1,1,3,5,5,5,5,4
29668,2,4,1,1,3,1,1,1,2,1,1,2,1,1,1,1,1,4,5,4
3031,1,1,5,4,1,5,4,3,5,5,2,3,4,3,4,1,4,3,5,1
51620,4,1,3,5,1,1,1,1,5,5,3,1,1,1,1,3,1,1,5,1
23445,4,5,3,4,2,5,2,2,5,3,2,5,2,2,4,4,5,5,5,2
5875,4,4,2,1,5,1,1,5,2,2,1,4,3,1,4,1,1,5,5,2
46677,2,2,4,3,4,4,4,4,5,3,2,4,1,3,4,2,1,3,4,3
34457,4,4,4,4,4,4,1,3,5,4,2,5,1,1,5,2,1,4,5,1
54903,1,5,3,2,5,5,5,3,3,5,1,4,4,1,5,1,1,4,5,5
43924,4,5,5,2,5,5,2,2,5,5,5,4,3,3,4,5,3,5,3,5
4143,4,4,2,2,5,2,1,1,2,2,1,4,4,4,5,1,3,5,5,2
62008,4,4,5,2,5,4,5,5,5,5,2,2,4,2,2,2,2,3,5,2
24778,2,2,2,2,3,5,4,3,4,3,4,4,4,2,3,2,4,4,5,2
1278,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5
43579,2,3,4,2,5,3,2,4,5,3,1,2,1,1,3,4,1,4,4,1
65614,5,4,4,4,4,5,2,5,5,5,2,5,2,1,5,2,4,4,4,4
55605,1,5,2,2,5,1,1,2,1,1,1,2,1,1,5,1,1,5,5,1
44764,3,5,4,2,3,5,2,2,4,4,3,4,2,3,4,4,4,3,3,1
8350,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
13267,1,1,5,5,5,4,2,1,5,1,1,5,1,3,3,4,1,1,3,1
53940,5,5,1,1,4,1,1,3,1,1,1,5,5,1,5,1,3,5,5,5
34846,5,1,1,1,1,5,5,5,3,5,1,1,1,1,1,1,5,1,1,1
34185,1,2,4,4,2,4,4,1,5,4,2,2,1,4,3,1,2,2,5,1
14131,1,1,1,5,5,5,5,1,5,3,1,3,3,5,3,3,1,1,5,1
72220,5,5,3,2,5,5,5,4,5,5,1,4,4,2,1,2,1,3,1,3
47299,5,4,5,1,5,1,1,1,5,3,1,5,5,1,5,3,1,4,5,5
73421,5,5,2,4,5,4,2,3,4,4,3,5,1,1,4,4,4,4,2,5
27036,1,4,4,4,4,5,4,4,4,4,1,5,1,1,1,1,1,1,3,1
14784,5,5,1,3,4,1,1,4,3,4,1,3,3,2,4,2,5,5,5,1
49289,4,5,4,1,5,1,1,2,2,1,2,4,4,3,5,1,2,3,5,3
8105,3,5,4,1,4,3,1,1,4,5,1,3,3,1,1,1,3,5,4,2
59221,2,4,3,2,3,4,2,4,4,3,2,5,4,3,4,3,2,4,4,1
70394,1,1,4,5,3,4,1,1,5,5,3,3,5,5,1,1,1,2,5,5
10598,5,4,1,1,5,1,1,3,2,1,1,4,5,2,5,1,1,4,5,2
65171,4,4,1,1,5,4,1,2,2,1,1,5,4,1,4,2,1,5,5,2
9772,5,4,1,3,4,2,1,2,1,1,1,4,4,2,5,1,5,4,5,4
37191,5,4,1,5,3,2,1,4,2,3,1,5,5,1,3,3,1,5,5,3
62985,5,5,1,1,5,1,5,5,1,1,1,5,5,1,5,5,1,1,1,5
52138,5,2,2,2,4,2,2,5,5,5,1,5,2,1,5,1,1,2,5,5
45511,4,2,1,5,1,2,2,1,2,2,2,5,2,2,4,3,2,3,5,4
47031,5,4,2,3,4,1,1,3,2,1,1,3,5,1,4,4,1,3,4,1
13717,1,1,2,2,5,5,4,2,5,4,2,4,1,3,2,2,5,4,5,2
17444,3,3,1,2,5,1,1,5,3,2,1,5,2,1,4,1,5,4,5,1
66688,3,4,3,2,3,2,2,2,4,2,1,4,4,1,5,1,2,4,4,3
46961,4,2,4,2,4,5,5,3,5,5,1,2,4,1,1,1,1,4,1,1
26678,5,5,3,1,4,1,1,2,1,2,1,3,4,1,5,5,5,5,3,5
47959,2,2,3,4,4,4,2,5,3,2,3,1,2,4,5,3,3,4,5,3
39591,3,3,4,3,3,3,2,4,5,5,4,1,4,2,4,3,1,1,2,1
66505,3,3,4,5,2,4,4,2,5,5,2,1,1,1,1,4,5,2,3,1
27646,1,1,1,5,1,4,2,2,5,5,2,1,1,2,4,2,3,3,4,1
15000,5,1,1,1,5,1,1,5,5,1,1,5,5,1,5,1,1,5,5,4
3559,2,4,1,1,4,4,3,4,4,5,2,2,2,2,2,4,2,3,5,3
69870,4,4,1,2,3,1,2,2,2,2,1,4,2,1,4,2,3,4,5,1
18233,5,4,5,1,5,1,1,5,2,2,1,5,5,2,4,1,1,5,5,5
33349,1,1,5,5,1,5,5,2,5,5,4,4,1,4,1,5,3,5,5,1
6175,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5
7401,5,5,2,1,5,1,1,2,1,1,1,5,4,1,5,4,1,5,5,4
66322,4,5,2,2,4,1,1,1,1,2,1,2,4,1,5,5,1,5,3,5
41092,5,4,1,2,4,1,1,4,2,2,1,5,2,2,3,1,4,4,5,5
68608,5,3,3,4,4,2,2,2,4,4,1,4,4,3,4,2,5,5,5,1
48561,5,5,2,1,5,1,1,5,2,5,1,5,5,1,2,1,1,4,5,4
46144,5,4,1,2,4,3,4,4,3,4,1,3,1,1,2,1,1,4,5,2
27271,4,5,3,3,2,4,1,4,2,2,1,4,4,2,5,2,1,5,5,1
33853,4,3,5,4,4,5,2,4,5,5,1,5,2,1,1,3,2,4,5,4
42237,5,2,3,2,3,5,2,4,5,4,2,3,1,2,2,3,3,3,4,2
3886,5,5,1,1,5,5,5,5,3,3,1,5,5,1,3,1,1,1,5,5
72349,1,1,4,5,1,4,2,1,5,4,3,1,1,3,1,2,2,1,4,1
56432,2,4,3,4,4,4,2,4,4,4,1,5,5,4,5,4,3,4,5,5
70170,5,5,5,2,5,5,5,5,2,1,1,5,2,1,5,5,1,5,1,5
52401,3,2,5,5,4,2,2,2,5,4,2,5,1,5,5,5,5,1,5,1
5564,5,3,1,1,4,1,1,3,1,1,2,2,2,1,4,4,2,5,5,2
30611,5,5,4,1,4,2,2,5,3,1,1,5,4,2,5,2,2,5,3,3
44085,4,5,3,4,2,1,1,4,5,4,1,4,1,2,5,2,3,4,5,1
61650,1,1,5,5,1,4,2,2,5,5,2,1,1,5,1,5,3,1,3,1
41936,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5
36363,1,1,5,5,1,5,5,1,5,5,3,1,1,5,1,4,1,1,1,1
45476,5,4,5,4,4,1,5,5,5,1,1,2,4,1,3,1,1,3,5,2
57124,4,5,5,2,2,5,3,2,5,4,3,4,1,4,3,4,3,4,4,3
52506,1,1,2,5,1,3,2,2,5,4,2,3,2,3,3,3,4,1,5,1
13358,1,1,1,5,1,2,1,1,5,2,1,5,1,1,4,1,1,4,5,1
55798,1,1,4,5,1,4,5,2,5,2,5,1,4,3,2,5,5,4,1,1
11504,1,1,1,1,2,5,2,2,5,4,1,1,1,5,2,2,1,1,3,2
22433,2,4,5,5,4,4,4,2,5,4,1,2,1,3,4,3,3,2,4,1
62643,4,3,4,2,4,2,1,4,4,4,2,2,4,1,3,2,4,4,5,4
62362,5,4,2,1,5,3,1,5,3,3,1,1,4,1,1,2,3,5,5,1
9234,5,5,2,2,5,2,2,4,3,2,2,5,5,1,5,1,1,5,5,4
29936,3,4,3,4,4,1,1,2,4,2,1,5,2,4,4,1,1,5,5,3
35636,5,5,2,1,5,1,1,4,1,1,1,3,5,1,5,2,2,4,5,4
53407,2,3,3,5,3,4,1,4,5,5,3,2,1,5,1,4,1,4,4,1
19273,4,5,3,1,5,3,1,2,5,5,1,5,4,1,1,3,2,4,5,2
36410,4,3,2,4,4,4,1,3,3,3,2,4,2,1,4,1,5,4,4,4
17530,2,4,2,3,3,2,1,4,4,2,1,4,4,2,4,3,2,4,5,1
52418,2,4,3,1,3,4,2,2,4,4,1,4,5,1,5,4,3,3,1,2
19556,3,4,4,1,5,1,1,4,5,3,1,5,4,2,2,2,5,4,3,3
4645,5,5,2,3,4,1,1,3,3,1,1,4,4,1,5,3,2,3,5,2
66104,3,4,4,4,3,2,1,2,2,4,1,5,4,1,1,1,1,4,5,4
56906,3,1,1,4,1,4,4,1,5,5,3,4,2,3,1,4,1,4,1,1
44272,2,4,5,3,4,4,2,4,5,5,1,4,3,3,2,2,2,4,5,3
71830,1,1,5,5,5,4,4,4,5,5,5,4,1,1,1,5,3,1,5,2
25237,5,5,2,1,5,2,2,5,3,1,1,5,2,1,4,2,2,5,5,3
1764,4,2,2,1,5,2,1,3,1,1,1,5,1,1,3,1,1,5,5,1
33410,5,2,4,1,4,4,5,5,5,1,3,5,1,1,1,1,3,4,1,3
67628,5,1,1,1,5,5,5,1,5,5,1,5,5,5,1,5,5,5,1,1
65944,2,1,3,5,3,4,3,2,5,5,2,3,2,2,1,3,4,2,4,1
47747,5,5,1,1,1,1,1,5,1,1,1,5,5,1,5,1,1,5,1,5
41805,4,4,4,2,4,2,1,5,3,2,1,4,4,1,2,2,4,5,5,5
58661,4,2,3,4,4,2,3,4,5,5,3,4,1,4,4,3,2,3,4,1
72431,4,5,3,2,5,3,1,5,3,3,1,3,4,1,5,1,1,5,5,4
66467,1,1,5,3,4,5,5,2,5,5,5,1,1,1,2,2,1,1,1,1
28304,3,4,2,1,2,4,1,4,4,4,1,3,4,2,4,1,4,2,5,3
44620,2,2,1,4,2,1,1,4,4,1,1,5,4,2,4,1,3,4,5,2
42832,5,5,1,4,4,1,1,4,3,2,1,5,5,1,5,1,5,5,5,3
12487,5,3,1,2,5,1,1,1,2,1,1,1,5,5,5,2,1,5,5,1
2299,2,1,4,5,5,5,2,2,5,2,5,1,1,5,2,5,1,4,5,1
1518,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5
47502,4,3,5,2,4,4,5,4,5,3,1,4,2,3,2,1,2,4,1,1
21674,2,2,4,1,1,1,1,1,5,5,1,4,5,1,4,1,2,4,4,1
64885,2,4,5,4,2,3,2,3,5,2,2,2,4,2,5,4,2,4,4,4
14010,1,1,3,5,1,5,1,2,5,5,1,5,1,4,3,2,3,1,5,1
2833,4,5,1,1,5,1,1,5,2,2,1,5,4,1,4,1,1,5,5,4
17642,5,1,4,4,5,5,2,4,5,5,1,5,5,3,4,4,1,4,5,3
61869,5,5,1,2,5,1,1,5,3,4,1,5,5,3,4,1,1,4,5,1
524,1,1,5,1,4,5,4,1,5,5,1,3,5,3,1,4,2,1,5,5
64748,5,5,5,3,5,1,1,4,1,2,5,5,5,1,5,1,1,5,5,1
44041,1,2,5,5,1,4,2,1,5,5,3,1,2,4,4,3,4,4,3,1
41934,1,2,5,4,2,4,4,4,5,3,1,2,1,4,5,4,1,4,5,1
46182,4,4,4,2,5,1,2,4,4,1,1,3,2,1,5,1,1,2,5,4
51159,5,5,1,2,4,1,1,1,4,1,1,5,1,2,3,1,5,2,5,1
36514,4,4,3,3,2,3,2,1,5,2,1,4,4,1,4,5,2,5,5,2
56842,3,2,5,4,3,3,3,1,3,5,3,2,1,3,3,3,4,5,5,1
69508,4,1,3,4,4,3,2,2,5,4,2,1,3,4,2,2,4,3,4,1
73170,4,4,4,4,4,2,4,3,2,2,3,5,4,3,2,3,4,4,4,2
30578,5,4,4,2,5,1,1,5,5,2,1,5,4,2,5,5,2,4,3,3
42129,2,3,1,3,2,2,1,4,2,3,4,1,2,1,3,5,1,2,5,2
65638,2,2,3,4,5,5,5,3,5,5,4,3,1,3,1,1,3,5,4,1
38985,5,5,4,3,4,5,2,4,3,4,1,5,2,2,5,4,4,5,5,4
6108,4,2,5,3,4,2,2,3,4,4,2,5,2,4,3,4,4,4,4,4
59782,2,5,4,3,1,2,1,4,2,2,3,2,3,2,5,2,2,4,5,1
58890,2,3,2,3,3,4,5,4,5,3,2,1,3,2,3,3,1,3,3,3
64758,4,1,4,2,4,4,4,1,5,4,2,4,1,5,2,2,2,5,1,1
56748,4,5,1,2,5,1,1,4,3,1,1,4,5,1,4,2,2,5,5,2
58265,4,5,1,1,5,1,1,5,3,2,1,5,4,1,4,1,1,5,5,5
47883,4,5,1,1,5,2,1,5,1,2,1,5,4,1,5,2,2,3,5,1
3944,5,5,5,2,5,1,1,5,2,2,5,5,5,3,2,5,2,4,5,5
7606,2,2,1,5,4,1,5,4,5,5,1,1,5,1,3,5,5,1,5,1
16409,5,3,1,1,4,1,1,5,4,1,1,5,4,1,5,1,1,5,5,4
9073,2,1,2,4,4,5,2,4,5,5,1,2,4,2,1,4,2,4,5,3
57166,4,5,1,1,5,1,1,4,2,2,1,4,4,1,5,1,1,5,5,5
51734,4,5,2,2,4,1,1,5,1,1,1,5,4,2,5,1,1,4,5,1
58638,3,5,4,1,4,3,1,5,2,3,3,5,4,1,4,2,3,3,5,4
55585,5,4,2,2,4,1,1,4,3,1,1,5,4,2,4,1,1,5,5,1
33556,1,1,2,2,4,2,2,2,5,5,2,5,1,4,1,1,1,1,4,5
49174,1,2,4,3,3,4,3,4,4,5,1,2,1,1,3,5,3,2,5,1
21619,5,5,5,5,4,2,1,5,5,1,1,5,2,2,5,1,1,5,3,5
44513,3,2,4,3,4,5,5,2,5,5,3,5,4,1,4,4,3,4,4,2
11832,1,4,2,5,1,4,2,4,5,2,2,4,1,2,2,4,1,4,5,1
52723,5,5,4,2,4,3,3,5,3,5,3,5,5,2,5,5,2,5,5,5
34016,3,5,1,1,5,1,1,5,1,1,1,4,5,1,5,1,1,4,5,4
2941,4,2,2,2,5,1,1,2,2,2,2,5,1,2,4,1,5,5,5,2
49132,1,3,4,5,2,5,5,1,5,5,3,1,1,5,1,5,1,1,3,1
8557,5,4,1,1,5,3,1,4,1,1,1,5,5,2,5,1,1,5,5,5
20274,5,5,3,1,5,2,2,4,2,1,1,5,4,1,5,3,1,2,3,1
53781,5,5,4,4,4,1,1,5,4,2,1,4,5,4,5,2,1,5,5,4
44523,4,4,3,3,3,4,1,4,1,2,3,5,1,2,4,3,1,3,4,3
12432,4,2,3,4,4,3,4,4,4,2,2,4,5,3,5,4,2,4,5,2
29452,4,4,4,4,2,2,2,4,5,4,1,4,5,1,1,5,2,3,4,1
63085,4,3,5,3,3,5,2,3,3,5,3,1,3,3,4,2,3,4,5,3
16443,4,4,3,3,5,2,3,3,1,1,4,5,4,1,4,2,4,4,5,4
36854,1,1,2,3,5,5,5,2,5,5,3,2,2,2,3,4,3,4,3,5
7718,5,4,1,1,5,1,1,5,1,1,1,5,5,1,5,1,3,5,5,5
61286,1,4,3,1,3,4,1,1,4,4,1,5,2,1,1,4,2,3,5,1
31016,5,3,1,1,5,2,4,5,1,2,1,5,4,2,4,1,5,5,5,5
20406,1,2,5,4,2,4,2,2,5,4,2,1,1,5,1,1,2,2,2,1
